dataset_id	accession	species	panel	tissue	feature_namespace	total_features	gene_mapped_features	mapped_features	mapping_fraction	mapping_fraction_recomputed	fraction_absolute_difference	reference_version	bridge_version	discovery_eligibility	eligibility_reason	matrix_layer	matrix_type	expression_dtype	source_h5ad_path	source_annotation_path	source_annotation_sha256	mapping_source_path	mapping_source_sha256	missing_value_reason
Oryza sativa_PRJNA767589_Spikelet	PRJNA767589	Oryza sativa	root	spikelet	standardized H5AD var_names mapped to species reference-gene candidates	5564	5557	4564	0.8202731847591661	0.8202731847591661	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Oryza sativa_PRJNA767589_Spikelet.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Oryza sativa_PRJNA767589_Spikelet.anno.csv	c628da4e18e92459eb51777933b9ca16de348f9a27b09a60521b91bd4aa2635d	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Oryza sativa_PRJNA767589_Spikelet	PRJNA767589	Oryza sativa	vascular	spikelet	standardized H5AD var_names mapped to species reference-gene candidates	5564	5557	4564	0.8202731847591661	0.8202731847591661	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Oryza sativa_PRJNA767589_Spikelet.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Oryza sativa_PRJNA767589_Spikelet.anno.csv	c628da4e18e92459eb51777933b9ca16de348f9a27b09a60521b91bd4aa2635d	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Phyllostachys edulis_PRJNA953008	PRJNA953008	Phyllostachys edulis	leaf		standardized H5AD var_names mapped to species reference-gene candidates	35027						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Phyllostachys edulis_PRJNA953008.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Phyllostachys edulis_PRJNA953008.anno.csv	183811ffbbe2ae67922a9b2399913b9a5a8a8339ec843e6e6886f6f2e7497f3f	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Phyllostachys edulis_PRJNA953008	PRJNA953008	Phyllostachys edulis	root		standardized H5AD var_names mapped to species reference-gene candidates	35027						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Phyllostachys edulis_PRJNA953008.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Phyllostachys edulis_PRJNA953008.anno.csv	183811ffbbe2ae67922a9b2399913b9a5a8a8339ec843e6e6886f6f2e7497f3f	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Phyllostachys edulis_PRJNA953008	PRJNA953008	Phyllostachys edulis	vascular		standardized H5AD var_names mapped to species reference-gene candidates	35027						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Phyllostachys edulis_PRJNA953008.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Phyllostachys edulis_PRJNA953008.anno.csv	183811ffbbe2ae67922a9b2399913b9a5a8a8339ec843e6e6886f6f2e7497f3f	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Pisum sativum_PRJNA983513	PRJNA983513	Pisum sativum	leaf		standardized H5AD var_names mapped to species reference-gene candidates	21854						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Pisum sativum_PRJNA983513.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Pisum sativum_PRJNA983513.anno.csv	4fd8007e44b6c75d7532077a61ab2e651bd56d048f6704616e962f2c2c98d229	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Pisum sativum_PRJNA983513	PRJNA983513	Pisum sativum	root		standardized H5AD var_names mapped to species reference-gene candidates	21854						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Pisum sativum_PRJNA983513.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Pisum sativum_PRJNA983513.anno.csv	4fd8007e44b6c75d7532077a61ab2e651bd56d048f6704616e962f2c2c98d229	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Pisum sativum_PRJNA983513	PRJNA983513	Pisum sativum	vascular		standardized H5AD var_names mapped to species reference-gene candidates	21854						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Pisum sativum_PRJNA983513.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Pisum sativum_PRJNA983513.anno.csv	4fd8007e44b6c75d7532077a61ab2e651bd56d048f6704616e962f2c2c98d229	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba x Populus glandulosa_PRJNA703312	PRJNA703312	Populus alba x Populus glandulosa	leaf		standardized H5AD var_names mapped to species reference-gene candidates	45469						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus alba x Populus glandulosa_PRJNA703312.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba x Populus glandulosa_PRJNA703312.anno.csv	a3441fd07fa1dbd2be60f70345a40cf87ff3f2f000a060045847a31a77b8afe7	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba x Populus glandulosa_PRJNA703312	PRJNA703312	Populus alba x Populus glandulosa	root		standardized H5AD var_names mapped to species reference-gene candidates	45469						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus alba x Populus glandulosa_PRJNA703312.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba x Populus glandulosa_PRJNA703312.anno.csv	a3441fd07fa1dbd2be60f70345a40cf87ff3f2f000a060045847a31a77b8afe7	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba x Populus glandulosa_PRJNA703312	PRJNA703312	Populus alba x Populus glandulosa	vascular		standardized H5AD var_names mapped to species reference-gene candidates	45469						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus alba x Populus glandulosa_PRJNA703312.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba x Populus glandulosa_PRJNA703312.anno.csv	a3441fd07fa1dbd2be60f70345a40cf87ff3f2f000a060045847a31a77b8afe7	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba x Populus tremula_PRJNA787915	PRJNA787915	Populus alba x Populus tremula	leaf		standardized H5AD var_names mapped to species reference-gene candidates	28686						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus alba x Populus tremula_PRJNA787915.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba x Populus tremula_PRJNA787915.anno.csv	f05946d1b0d90ea001755452e9b63e96cc6b8c702610c998b35509e3d8d67ba4	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba x Populus tremula_PRJNA787915	PRJNA787915	Populus alba x Populus tremula	root		standardized H5AD var_names mapped to species reference-gene candidates	28686						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus alba x Populus tremula_PRJNA787915.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba x Populus tremula_PRJNA787915.anno.csv	f05946d1b0d90ea001755452e9b63e96cc6b8c702610c998b35509e3d8d67ba4	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba x Populus tremula_PRJNA787915	PRJNA787915	Populus alba x Populus tremula	vascular		standardized H5AD var_names mapped to species reference-gene candidates	28686						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;species_not_officially_matched;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus alba x Populus tremula_PRJNA787915.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba x Populus tremula_PRJNA787915.anno.csv	f05946d1b0d90ea001755452e9b63e96cc6b8c702610c998b35509e3d8d67ba4	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba_PRJCA005543	PRJCA005543	Populus alba	leaf		standardized H5AD var_names mapped to species reference-gene candidates	28525						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus alba_PRJCA005543.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba_PRJCA005543.anno.csv	9575db9013f215ab37014dd0de7522ec2d6cab85afb16e87a32f2862ca696885	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba_PRJCA005543	PRJCA005543	Populus alba	root		standardized H5AD var_names mapped to species reference-gene candidates	28525						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus alba_PRJCA005543.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba_PRJCA005543.anno.csv	9575db9013f215ab37014dd0de7522ec2d6cab85afb16e87a32f2862ca696885	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus alba_PRJCA005543	PRJCA005543	Populus alba	vascular		standardized H5AD var_names mapped to species reference-gene candidates	28525						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus alba_PRJCA005543.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus alba_PRJCA005543.anno.csv	9575db9013f215ab37014dd0de7522ec2d6cab85afb16e87a32f2862ca696885	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus euramericana_PRJCA015012_Primary	PRJCA015012	Populus euramericana	leaf		standardized H5AD var_names mapped to species reference-gene candidates	27680						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus euramericana_PRJCA015012_Primary.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus euramericana_PRJCA015012_Primary.anno.csv	db6ebbe314fcff47a9917af1fc152ffd916c5ffa6c4ffc1d86a9ba8718710824	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus euramericana_PRJCA015012_Primary	PRJCA015012	Populus euramericana	root		standardized H5AD var_names mapped to species reference-gene candidates	27680						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus euramericana_PRJCA015012_Primary.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus euramericana_PRJCA015012_Primary.anno.csv	db6ebbe314fcff47a9917af1fc152ffd916c5ffa6c4ffc1d86a9ba8718710824	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus euramericana_PRJCA015012_Primary	PRJCA015012	Populus euramericana	vascular		standardized H5AD var_names mapped to species reference-gene candidates	27680						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus euramericana_PRJCA015012_Primary.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus euramericana_PRJCA015012_Primary.anno.csv	db6ebbe314fcff47a9917af1fc152ffd916c5ffa6c4ffc1d86a9ba8718710824	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus euramericana_PRJCA015012_Secondary	PRJCA015012	Populus euramericana	leaf		standardized H5AD var_names mapped to species reference-gene candidates	28948						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus euramericana_PRJCA015012_Secondary.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus euramericana_PRJCA015012_Secondary.anno.csv	c1ed95cdc8b101a4d17cb166aa81ce2409e265fcb5e5448bb6fdac80a89c7d1f	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus euramericana_PRJCA015012_Secondary	PRJCA015012	Populus euramericana	root		standardized H5AD var_names mapped to species reference-gene candidates	28948						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus euramericana_PRJCA015012_Secondary.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus euramericana_PRJCA015012_Secondary.anno.csv	c1ed95cdc8b101a4d17cb166aa81ce2409e265fcb5e5448bb6fdac80a89c7d1f	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus euramericana_PRJCA015012_Secondary	PRJCA015012	Populus euramericana	vascular		standardized H5AD var_names mapped to species reference-gene candidates	28948						reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	orthogroup_coverage_below_60pct_or_unavailable;fewer_than_two_candidate_labels_with_100_cells	X	scaled_continuous;dense	float32	/data/datasets/Bioinformatics/h5ad/Populus euramericana_PRJCA015012_Secondary.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus euramericana_PRJCA015012_Secondary.anno.csv	c1ed95cdc8b101a4d17cb166aa81ce2409e265fcb5e5448bb6fdac80a89c7d1f	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	orthogroup mapping coverage not evaluated for this manifest dataset; values retained blank
Populus trichocarpa_PRJCA014789	PRJCA014789	Populus trichocarpa	leaf		standardized H5AD var_names mapped to species reference-gene candidates	29824	29672	27567	0.9243226931330472	0.9243226931330472	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus trichocarpa_PRJCA014789.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus trichocarpa_PRJCA014789.anno.csv	8da0880d0412060ea2efecbed5116b3275c1541df041c6663ca2a44ae7321583	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Populus trichocarpa_PRJCA014789	PRJCA014789	Populus trichocarpa	root		standardized H5AD var_names mapped to species reference-gene candidates	29824	29672	27567	0.9243226931330472	0.9243226931330472	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus trichocarpa_PRJCA014789.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus trichocarpa_PRJCA014789.anno.csv	8da0880d0412060ea2efecbed5116b3275c1541df041c6663ca2a44ae7321583	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
Populus trichocarpa_PRJCA014789	PRJCA014789	Populus trichocarpa	vascular		standardized H5AD var_names mapped to species reference-gene candidates	29824	29672	27567	0.9243226931330472	0.9243226931330472	0.0	reference_longest_protein_v1	gene_mapping_candidates_v1 + gene_orthogroup_candidates_v1	excluded	fewer_than_two_candidate_labels_with_100_cells	X	nonnegative_integer_unverified;csr	int64	/data/datasets/Bioinformatics/h5ad/Populus trichocarpa_PRJCA014789.h5ad	/root/autodl-tmp/project/plant-cell/data_raw/Populus trichocarpa_PRJCA014789.anno.csv	8da0880d0412060ea2efecbed5116b3275c1541df041c6663ca2a44ae7321583	/workspace/projects/PhyloOpenCell/metadata/gene_mapping_candidate_summary.tsv;/workspace/projects/PhyloOpenCell/metadata/dataset_orthogroup_coverage_v1.tsv	c1b43878a37f9df6b71d43837c126fa75978f4fbf274dbe36de802713efc926f;5bf556f16a0a3dc2bc78cea55cd5a1e852aef9f302ee79aee0e1baf98f8104b3	
